pref_code,pref_name,age_group,year,gengo,gengo_year,pop_total,pop_m,pop_f
11 ,Saitama,total,1920,Taisho,9,1319533,641161,678372
11 ,Saitama,0_ 4,1920,Taisho,9,184336,92410,91926
11 ,Saitama,5_ 9,1920,Taisho,9,166187,83400,82787
11 ,Saitama,10_ 14,1920,Taisho,9,144253,69887,74366
11 ,Saitama,15_ 19,1920,Taisho,9,130179,60366,69813
11 ,Saitama,20_ 24,1920,Taisho,9,98890,44201,54689
11 ,Saitama,25_ 29,1920,Taisho,9,85485,41904,43581
11 ,Saitama,30_ 34,1920,Taisho,9,82986,40874,42112
11 ,Saitama,35_ 39,1920,Taisho,9,78569,38642,39927
11 ,Saitama,40_ 44,1920,Taisho,9,79158,39494,39664
11 ,Saitama,45_ 49,1920,Taisho,9,60204,30095,30109
11 ,Saitama,50_ 54,1920,Taisho,9,51250,25717,25533
11 ,Saitama,55_ 59,1920,Taisho,9,45632,22507,23125
11 ,Saitama,60_ 64,1920,Taisho,9,40539,19528,21011
11 ,Saitama,65_ 69,1920,Taisho,9,32798,15485,17313
11 ,Saitama,70_ 74,1920,Taisho,9,21692,9695,11997
11 ,Saitama,75_ 79,1920,Taisho,9,11237,4680,6557
11 ,Saitama,over_80,1920,Taisho,9,6138,2276,3862
11 ,Saitama,total,1925,Taisho,14,1394461,682052,712409
11 ,Saitama,0_ 4,1925,Taisho,14,197804,99406,98398
11 ,Saitama,5_ 9,1925,Taisho,14,168557,84653,83904
11 ,Saitama,10_ 14,1925,Taisho,14,165852,81215,84637
11 ,Saitama,15_ 19,1925,Taisho,14,133478,61795,71683
11 ,Saitama,20_ 24,1925,Taisho,14,107016,50355,56661
11 ,Saitama,25_ 29,1925,Taisho,14,93047,46204,46843
11 ,Saitama,30_ 34,1925,Taisho,14,81650,40890,40760
11 ,Saitama,35_ 39,1925,Taisho,14,80508,40427,40081
11 ,Saitama,40_ 44,1925,Taisho,14,75459,37400,38059
11 ,Saitama,45_ 49,1925,Taisho,14,75178,37587,37591
11 ,Saitama,50_ 54,1925,Taisho,14,56196,27858,28338
11 ,Saitama,55_ 59,1925,Taisho,14,46238,22874,23364
11 ,Saitama,60_ 64,1925,Taisho,14,39099,18754,20345
11 ,Saitama,65_ 69,1925,Taisho,14,32118,14799,17319
11 ,Saitama,70_ 74,1925,Taisho,14,23167,10268,12899
11 ,Saitama,75_ 79,1925,Taisho,14,12652,5199,7453
11 ,Saitama,80_ 84,1925,Taisho,14,4896,1869,3027
11 ,Saitama,over_85,1925,Taisho,14,1546,499,1047
11 ,Saitama,total,1930,Showa,5,1459172,718779,740393
11 ,Saitama,0_ 4,1930,Showa,5,210534,105434,105100
11 ,Saitama,5_ 9,1930,Showa,5,182179,91675,90504
11 ,Saitama,10_ 14,1930,Showa,5,163081,81146,81935
11 ,Saitama,15_ 19,1930,Showa,5,144815,69278,75537
11 ,Saitama,20_ 24,1930,Showa,5,106596,50650,55946
11 ,Saitama,25_ 29,1930,Showa,5,99419,49891,49528
11 ,Saitama,30_ 34,1930,Showa,5,88748,44790,43958
11 ,Saitama,35_ 39,1930,Showa,5,79087,40063,39024
11 ,Saitama,40_ 44,1930,Showa,5,77265,39019,38246
11 ,Saitama,45_ 49,1930,Showa,5,71731,35569,36162
11 ,Saitama,50_ 54,1930,Showa,5,70243,34902,35341
11 ,Saitama,55_ 59,1930,Showa,5,50739,24794,25945
11 ,Saitama,60_ 64,1930,Showa,5,39756,19127,20629
11 ,Saitama,65_ 69,1930,Showa,5,31040,14250,16790
11 ,Saitama,70_ 74,1930,Showa,5,22841,9943,12898
11 ,Saitama,75_ 79,1930,Showa,5,13545,5531,8014
11 ,Saitama,over_80,1930,Showa,5,7553,2717,4836
11 ,Saitama,total,1935,Showa,10,1528854,753802,775052
11 ,Saitama,0_ 4,1935,Showa,10,212489,106397,106092
11 ,Saitama,5_ 9,1935,Showa,10,196636,98516,98120
11 ,Saitama,10_ 14,1935,Showa,10,176964,88326,88638
11 ,Saitama,15_ 19,1935,Showa,10,140784,67692,73092
11 ,Saitama,20_ 24,1935,Showa,10,118184,55925,62259
11 ,Saitama,25_ 29,1935,Showa,10,101626,50784,50842
11 ,Saitama,30_ 34,1935,Showa,10,96003,48751,47252
11 ,Saitama,35_ 39,1935,Showa,10,86567,44145,42422
11 ,Saitama,40_ 44,1935,Showa,10,76020,38831,37189
11 ,Saitama,45_ 49,1935,Showa,10,73602,37143,36459
11 ,Saitama,50_ 54,1935,Showa,10,67072,33176,33896
11 ,Saitama,55_ 59,1935,Showa,10,63510,31076,32434
11 ,Saitama,60_ 64,1935,Showa,10,43810,20769,23041
11 ,Saitama,65_ 69,1935,Showa,10,31638,14475,17163
11 ,Saitama,70_ 74,1935,Showa,10,22261,9570,12691
11 ,Saitama,75_ 79,1935,Showa,10,13407,5352,8055
11 ,Saitama,over_80,1935,Showa,10,8281,2874,5407
11 ,Saitama,total,1940,Showa,15,1607927,798254,809673
11 ,Saitama,0_ 4,1940,Showa,15,207686,105059,102627
11 ,Saitama,5_ 9,1940,Showa,15,199792,100136,99656
11 ,Saitama,10_ 14,1940,Showa,15,192322,95474,96848
11 ,Saitama,15_ 19,1940,Showa,15,156964,76777,80187
11 ,Saitama,20_ 24,1940,Showa,15,127487,64606,62881
11 ,Saitama,25_ 29,1940,Showa,15,113520,56392,57128
11 ,Saitama,30_ 34,1940,Showa,15,98341,49272,49069
11 ,Saitama,35_ 39,1940,Showa,15,93418,47649,45769
11 ,Saitama,40_ 44,1940,Showa,15,83215,42667,40548
11 ,Saitama,45_ 49,1940,Showa,15,72295,36868,35427
11 ,Saitama,50_ 54,1940,Showa,15,68740,34534,34206
11 ,Saitama,55_ 59,1940,Showa,15,60894,29632,31262
11 ,Saitama,60_ 64,1940,Showa,15,55031,26031,29000
11 ,Saitama,65_ 69,1940,Showa,15,35028,15824,19204
11 ,Saitama,70_ 74,1940,Showa,15,22334,9530,12804
11 ,Saitama,75_ 79,1940,Showa,15,12887,5072,7815
11 ,Saitama,80_ 84,1940,Showa,15,5747,2081,3666
11 ,Saitama,over_85,1940,Showa,15,2224,650,1574
11 ,Saitama,total,1945,Showa,20,2047261,955753,1091508
11 ,Saitama,1_ 5,1945,Showa,20,277611,140220,137391
11 ,Saitama,6_ 10,1945,Showa,20,251791,126988,124803
11 ,Saitama,11_ 15,1945,Showa,20,244773,122248,122525
11 ,Saitama,16_ 20,1945,Showa,20,215026,105313,109713
11 ,Saitama,21_ 25,1945,Showa,20,149196,52187,97009
11 ,Saitama,26_ 30,1945,Showa,20,127738,45404,82334
11 ,Saitama,31_ 35,1945,Showa,20,128439,50655,77784
11 ,Saitama,36_ 40,1945,Showa,20,119226,55357,63869
11 ,Saitama,41_ 45,1945,Showa,20,114733,57804,56929
11 ,Saitama,46_ 50,1945,Showa,20,98207,50159,48048
11 ,Saitama,51_ 55,1945,Showa,20,81976,41416,40560
11 ,Saitama,56_ 60,1945,Showa,20,75054,36819,38235
11 ,Saitama,61_ 65,1945,Showa,20,61317,28460,32857
11 ,Saitama,66_ 70,1945,Showa,20,51093,22688,28405
11 ,Saitama,71_ 75,1945,Showa,20,29006,12065,16941
11 ,Saitama,76_ 80,1945,Showa,20,14062,5309,8753
11 ,Saitama,81_ 85,1945,Showa,20,6123,2089,4034
11 ,Saitama,86以上,1945,Showa,20,1890,572,1318
11 ,Saitama,total,1950,Showa,25,2146445,1049695,1096750
11 ,Saitama,0_ 4,1950,Showa,25,297348,152006,145342
11 ,Saitama,5_ 9,1950,Showa,25,253938,128328,125610
11 ,Saitama,10_ 14,1950,Showa,25,229841,116105,113736
11 ,Saitama,15_ 19,1950,Showa,25,216810,106300,110510
11 ,Saitama,20_ 24,1950,Showa,25,191849,94011,97838
11 ,Saitama,25_ 29,1950,Showa,25,153583,69316,84267
11 ,Saitama,30_ 34,1950,Showa,25,134161,60726,73435
11 ,Saitama,35_ 39,1950,Showa,25,129616,61037,68579
11 ,Saitama,40_ 44,1950,Showa,25,111695,55663,56032
11 ,Saitama,45_ 49,1950,Showa,25,101131,51861,49270
11 ,Saitama,50_ 54,1950,Showa,25,85815,43887,41928
11 ,Saitama,55_ 59,1950,Showa,25,70953,35516,35437
11 ,Saitama,60_ 64,1950,Showa,25,62328,29966,32362
11 ,Saitama,65_ 69,1950,Showa,25,47459,21248,26211
11 ,Saitama,70_ 74,1950,Showa,25,34792,14542,20250
11 ,Saitama,75_ 79,1950,Showa,25,16399,6299,10100
11 ,Saitama,over_80,1950,Showa,25,8555,2799,5756
11 ,Saitama,total,1955,Showa,30,2262623,1110083,1152540
11 ,Saitama,0_ 4,1955,Showa,30,242603,124223,118380
11 ,Saitama,5_ 9,1955,Showa,30,287837,147033,140804
11 ,Saitama,10_ 14,1955,Showa,30,249437,126039,123398
11 ,Saitama,15_ 19,1955,Showa,30,219765,107537,112228
11 ,Saitama,20_ 24,1955,Showa,30,205393,100431,104962
11 ,Saitama,25_ 29,1955,Showa,30,184614,92201,92413
11 ,Saitama,30_ 34,1955,Showa,30,150571,68597,81974
11 ,Saitama,35_ 39,1955,Showa,30,130378,59505,70873
11 ,Saitama,40_ 44,1955,Showa,30,125273,59064,66209
11 ,Saitama,45_ 49,1955,Showa,30,107290,53453,53837
11 ,Saitama,50_ 54,1955,Showa,30,96076,49181,46895
11 ,Saitama,55_ 59,1955,Showa,30,80157,40726,39431
11 ,Saitama,60_ 64,1955,Showa,30,63320,31114,32206
11 ,Saitama,65_ 69,1955,Showa,30,51622,24094,27528
11 ,Saitama,70_ 74,1955,Showa,30,35505,15002,20503
11 ,Saitama,75_ 79,1955,Showa,30,22045,8427,13618
11 ,Saitama,80_ 84,1955,Showa,30,8078,2738,5340
11 ,Saitama,over_85,1955,Showa,30,2650,713,1937
11 ,Saitama,total,1960,Showa,35,2430871,1200573,1230298
11 ,Saitama,0_ 4,1960,Showa,35,213473,109368,104105
11 ,Saitama,5_ 9,1960,Showa,35,246491,126207,120284
11 ,Saitama,10_ 14,1960,Showa,35,292060,149298,142762
11 ,Saitama,15_ 19,1960,Showa,35,248179,123132,125047
11 ,Saitama,20_ 24,1960,Showa,35,215510,107089,108421
11 ,Saitama,25_ 29,1960,Showa,35,208817,104683,104134
11 ,Saitama,30_ 34,1960,Showa,35,193051,98375,94676
11 ,Saitama,35_ 39,1960,Showa,35,154232,71254,82978
11 ,Saitama,40_ 44,1960,Showa,35,130841,60051,70790
11 ,Saitama,45_ 49,1960,Showa,35,124271,58709,65562
11 ,Saitama,50_ 54,1960,Showa,35,104647,51839,52808
11 ,Saitama,55_ 59,1960,Showa,35,92442,46792,45650
11 ,Saitama,60_ 64,1960,Showa,35,73851,36662,37189
11 ,Saitama,65_ 69,1960,Showa,35,54603,25828,28775
11 ,Saitama,70_ 74,1960,Showa,35,40241,17690,22551
11 ,Saitama,75_ 79,1960,Showa,35,23263,8865,14398
11 ,Saitama,80_ 84,1960,Showa,35,11276,3708,7568
11 ,Saitama,over_85,1960,Showa,35,3623,1023,2600
11 ,Saitama,total,1965,Showa,40,3014983,1511947,1503036
11 ,Saitama,0_ 4,1965,Showa,40,286643,146220,140423
11 ,Saitama,5_ 9,1965,Showa,40,240539,122479,118060
11 ,Saitama,10_ 14,1965,Showa,40,263779,134431,129348
11 ,Saitama,15_ 19,1965,Showa,40,339887,174937,164950
11 ,Saitama,20_ 24,1965,Showa,40,301207,154657,146550
11 ,Saitama,25_ 29,1965,Showa,40,290905,146401,144504
11 ,Saitama,30_ 34,1965,Showa,40,274830,144568,130262
11 ,Saitama,35_ 39,1965,Showa,40,224280,117546,106734
11 ,Saitama,40_ 44,1965,Showa,40,168216,79099,89117
11 ,Saitama,45_ 49,1965,Showa,40,139200,64018,75182
11 ,Saitama,50_ 54,1965,Showa,40,130205,61229,68976
11 ,Saitama,55_ 59,1965,Showa,40,108004,53249,54755
11 ,Saitama,60_ 64,1965,Showa,40,89603,44491,45112
11 ,Saitama,65_ 69,1965,Showa,40,66962,31995,34967
11 ,Saitama,70_ 74,1965,Showa,40,44833,19891,24942
11 ,Saitama,75_ 79,1965,Showa,40,27984,11202,16782
11 ,Saitama,80_ 84,1965,Showa,40,12527,4086,8441
11 ,Saitama,over_85,1965,Showa,40,5379,1448,3931
11 ,Saitama,total,1970,Showa,45,3866472,1951219,1915253
11 ,Saitama,0_ 4,1970,Showa,45,415367,212813,202554
11 ,Saitama,5_ 9,1970,Showa,45,327322,167518,159804
11 ,Saitama,10_ 14,1970,Showa,45,260174,132720,127454
11 ,Saitama,15_ 19,1970,Showa,45,321156,166369,154787
11 ,Saitama,20_ 24,1970,Showa,45,414863,215273,199590
11 ,Saitama,25_ 29,1970,Showa,45,406684,200634,206050
11 ,Saitama,30_ 34,1970,Showa,45,379893,198421,181472
11 ,Saitama,35_ 39,1970,Showa,45,319533,171509,148024
11 ,Saitama,40_ 44,1970,Showa,45,243954,128244,115710
11 ,Saitama,45_ 49,1970,Showa,45,182828,85508,97320
11 ,Saitama,50_ 54,1970,Showa,45,150332,68527,81805
11 ,Saitama,55_ 59,1970,Showa,45,137029,64172,72857
11 ,Saitama,60_ 64,1970,Showa,45,108748,52413,56335
11 ,Saitama,65_ 69,1970,Showa,45,84565,40214,44351
11 ,Saitama,70_ 74,1970,Showa,45,57931,25958,31973
11 ,Saitama,75_ 79,1970,Showa,45,32921,13298,19623
11 ,Saitama,80_ 84,1970,Showa,45,16469,5826,10643
11 ,Saitama,over_85,1970,Showa,45,6703,1802,4901
11 ,Saitama,total,1975,Showa,50,4821340,2437128,2384212
11 ,Saitama,0_ 4,1975,Showa,50,532546,273763,258783
11 ,Saitama,5_ 9,1975,Showa,50,457576,235203,222373
11 ,Saitama,10_ 14,1975,Showa,50,350014,179443,170571
11 ,Saitama,15_ 19,1975,Showa,50,306437,158145,148292
11 ,Saitama,20_ 24,1975,Showa,50,384660,199335,185325
11 ,Saitama,25_ 29,1975,Showa,50,515429,255363,260066
11 ,Saitama,30_ 34,1975,Showa,50,498018,252881,245137
11 ,Saitama,35_ 39,1975,Showa,50,423094,224278,198816
11 ,Saitama,40_ 44,1975,Showa,50,342770,183962,158808
11 ,Saitama,45_ 49,1975,Showa,50,261842,136373,125469
11 ,Saitama,50_ 54,1975,Showa,50,193496,89930,103566
11 ,Saitama,55_ 59,1975,Showa,50,156741,70614,86127
11 ,Saitama,60_ 64,1975,Showa,50,140651,64206,76445
11 ,Saitama,65_ 69,1975,Showa,50,105257,48950,56307
11 ,Saitama,70_ 74,1975,Showa,50,75051,33853,41198
11 ,Saitama,75_ 79,1975,Showa,50,45188,18791,26397
11 ,Saitama,80_ 84,1975,Showa,50,21091,7678,13413
11 ,Saitama,over_85,1975,Showa,50,9427,2873,6554
11 ,Saitama,total,1980,Showa,55,5420480,2739175,2681305
11 ,Saitama,0_ 4,1980,Showa,55,434011,223321,210690
11 ,Saitama,5_ 9,1980,Showa,55,553901,284427,269474
11 ,Saitama,10_ 14,1980,Showa,55,470509,242179,228330
11 ,Saitama,15_ 19,1980,Showa,55,380181,196243,183938
11 ,Saitama,20_ 24,1980,Showa,55,341335,178299,163036
11 ,Saitama,25_ 29,1980,Showa,55,418112,210189,207923
11 ,Saitama,30_ 34,1980,Showa,55,562078,279818,282260
11 ,Saitama,35_ 39,1980,Showa,55,521698,266772,254926
11 ,Saitama,40_ 44,1980,Showa,55,434280,229968,204312
11 ,Saitama,45_ 49,1980,Showa,55,348471,185763,162708
11 ,Saitama,50_ 54,1980,Showa,55,266077,137314,128763
11 ,Saitama,55_ 59,1980,Showa,55,196264,90221,106043
11 ,Saitama,60_ 64,1980,Showa,55,156054,68957,87097
11 ,Saitama,65_ 69,1980,Showa,55,134928,59805,75123
11 ,Saitama,70_ 74,1980,Showa,55,94910,42210,52700
11 ,Saitama,75_ 79,1980,Showa,55,60315,25463,34852
11 ,Saitama,80_ 84,1980,Showa,55,30266,11418,18848
11 ,Saitama,over_85,1980,Showa,55,13455,4118,9337
11 ,Saitama,total,1985,Showa,60,5863678,2961591,2902087
11 ,Saitama,0_ 4,1985,Showa,60,365844,187173,178671
11 ,Saitama,5_ 9,1985,Showa,60,448822,230728,218094
11 ,Saitama,10_ 14,1985,Showa,60,565514,290378,275136
11 ,Saitama,15_ 19,1985,Showa,60,492913,254721,238192
11 ,Saitama,20_ 24,1985,Showa,60,403236,211778,191458
11 ,Saitama,25_ 29,1985,Showa,60,354233,183048,171185
11 ,Saitama,30_ 34,1985,Showa,60,449471,225677,223794
11 ,Saitama,35_ 39,1985,Showa,60,584626,292747,291879
11 ,Saitama,40_ 44,1985,Showa,60,530782,271606,259176
11 ,Saitama,45_ 49,1985,Showa,60,437445,230545,206900
11 ,Saitama,50_ 54,1985,Showa,60,348713,184450,164263
11 ,Saitama,55_ 59,1985,Showa,60,264970,135076,129894
11 ,Saitama,60_ 64,1985,Showa,60,194184,87630,106554
11 ,Saitama,65_ 69,1985,Showa,60,150317,64421,85896
11 ,Saitama,70_ 74,1985,Showa,60,124488,52802,71686
11 ,Saitama,75_ 79,1985,Showa,60,80245,33335,46910
11 ,Saitama,80_ 84,1985,Showa,60,43561,16662,26899
11 ,Saitama,over_85,1985,Showa,60,21488,6746,14742
11 ,Saitama,total,1990,Heisei,2,6405319,3245868,3159451
11 ,Saitama,0_ 4,1990,Heisei,2,337960,173279,164681
11 ,Saitama,5_ 9,1990,Heisei,2,392988,201305,191683
11 ,Saitama,10_ 14,1990,Heisei,2,465998,239690,226308
11 ,Saitama,15_ 19,1990,Heisei,2,597462,307879,289583
11 ,Saitama,20_ 24,1990,Heisei,2,538195,282660,255535
11 ,Saitama,25_ 29,1990,Heisei,2,433950,227111,206839
11 ,Saitama,30_ 34,1990,Heisei,2,402315,207795,194520
11 ,Saitama,35_ 39,1990,Heisei,2,486158,247100,239058
11 ,Saitama,40_ 44,1990,Heisei,2,607635,306104,301531
11 ,Saitama,45_ 49,1990,Heisei,2,539958,276060,263898
11 ,Saitama,50_ 54,1990,Heisei,2,442078,232065,210013
11 ,Saitama,55_ 59,1990,Heisei,2,349721,183301,166420
11 ,Saitama,60_ 64,1990,Heisei,2,262730,131884,130846
11 ,Saitama,65_ 69,1990,Heisei,2,188046,82430,105616
11 ,Saitama,70_ 74,1990,Heisei,2,140596,57918,82678
11 ,Saitama,75_ 79,1990,Heisei,2,108130,42994,65136
11 ,Saitama,80_ 84,1990,Heisei,2,60284,22647,37637
11 ,Saitama,over_85,1990,Heisei,2,33483,10809,22674
11 ,Saitama,total,1995,Heisei,7,6759311,3419218,3340093
11 ,Saitama,0_ 4,1995,Heisei,7,339209,173697,165512
11 ,Saitama,5_ 9,1995,Heisei,7,350642,179834,170808
11 ,Saitama,10_ 14,1995,Heisei,7,400544,205296,195248
11 ,Saitama,15_ 19,1995,Heisei,7,489274,251827,237447
11 ,Saitama,20_ 24,1995,Heisei,7,622113,322294,299819
11 ,Saitama,25_ 29,1995,Heisei,7,539473,281277,258196
11 ,Saitama,30_ 34,1995,Heisei,7,465868,243391,222477
11 ,Saitama,35_ 39,1995,Heisei,7,424421,220067,204354
11 ,Saitama,40_ 44,1995,Heisei,7,498730,253682,245048
11 ,Saitama,45_ 49,1995,Heisei,7,614673,309213,305460
11 ,Saitama,50_ 54,1995,Heisei,7,540388,275549,264839
11 ,Saitama,55_ 59,1995,Heisei,7,439828,229686,210142
11 ,Saitama,60_ 64,1995,Heisei,7,342177,177012,165165
11 ,Saitama,65_ 69,1995,Heisei,7,250979,122973,128006
11 ,Saitama,70_ 74,1995,Heisei,7,174179,73201,100978
11 ,Saitama,75_ 79,1995,Heisei,7,122184,46979,75205
11 ,Saitama,80_ 84,1995,Heisei,7,83165,29819,53346
11 ,Saitama,over_85,1995,Heisei,7,50665,15549,35116
11 ,Saitama,total,2000,Heisei,12,6938006,3500224,3437782
11 ,Saitama,0_ 4,2000,Heisei,12,334106,170854,163252
11 ,Saitama,5_ 9,2000,Heisei,12,338965,173754,165211
11 ,Saitama,10_ 14,2000,Heisei,12,351716,180566,171150
11 ,Saitama,15_ 19,2000,Heisei,12,418663,215132,203531
11 ,Saitama,20_ 24,2000,Heisei,12,503591,262358,241233
11 ,Saitama,25_ 29,2000,Heisei,12,600660,311036,289624
11 ,Saitama,30_ 34,2000,Heisei,12,538361,280577,257784
11 ,Saitama,35_ 39,2000,Heisei,12,466683,243200,223483
11 ,Saitama,40_ 44,2000,Heisei,12,424292,219008,205284
11 ,Saitama,45_ 49,2000,Heisei,12,495805,250813,244992
11 ,Saitama,50_ 54,2000,Heisei,12,606501,302965,303536
11 ,Saitama,55_ 59,2000,Heisei,12,529596,267853,261743
11 ,Saitama,60_ 64,2000,Heisei,12,427050,219590,207460
11 ,Saitama,65_ 69,2000,Heisei,12,324319,163747,160572
11 ,Saitama,70_ 74,2000,Heisei,12,231875,109650,122225
11 ,Saitama,75_ 79,2000,Heisei,12,155677,62058,93619
11 ,Saitama,80_ 84,2000,Heisei,12,98227,34513,63714
11 ,Saitama,over_85,2000,Heisei,12,79145,23623,55522
11 ,Saitama,total,2005,Heisei,17,7054243,3554843,3499400
11 ,Saitama,0_ 4,2005,Heisei,17,314918,161198,153720
11 ,Saitama,5_ 9,2005,Heisei,17,333788,170744,163044
11 ,Saitama,10_ 14,2005,Heisei,17,337655,173144,164511
11 ,Saitama,15_ 19,2005,Heisei,17,366383,189256,177127
11 ,Saitama,20_ 24,2005,Heisei,17,430772,224751,206021
11 ,Saitama,25_ 29,2005,Heisei,17,480344,249188,231156
11 ,Saitama,30_ 34,2005,Heisei,17,596644,310383,286261
11 ,Saitama,35_ 39,2005,Heisei,17,534636,278312,256324
11 ,Saitama,40_ 44,2005,Heisei,17,462504,240368,222136
11 ,Saitama,45_ 49,2005,Heisei,17,420091,215581,204510
11 ,Saitama,50_ 54,2005,Heisei,17,489172,246610,242562
11 ,Saitama,55_ 59,2005,Heisei,17,595169,296126,299043
11 ,Saitama,60_ 64,2005,Heisei,17,516538,259315,257223
11 ,Saitama,65_ 69,2005,Heisei,17,409437,207343,202094
11 ,Saitama,70_ 74,2005,Heisei,17,303707,149082,154625
11 ,Saitama,75_ 79,2005,Heisei,17,207222,93022,114200
11 ,Saitama,80_ 84,2005,Heisei,17,128342,46645,81697
11 ,Saitama,over_85,2005,Heisei,17,108298,30401,77897
11 ,Saitama,total,2010,Heisei,22,7194556,3608711,3585845
11 ,Saitama,0_ 4,2010,Heisei,22,301586,154326,147260
11 ,Saitama,5_ 9,2010,Heisei,22,317477,162691,154786
11 ,Saitama,10_ 14,2010,Heisei,22,334605,171315,163290
11 ,Saitama,15_ 19,2010,Heisei,22,356249,183477,172772
11 ,Saitama,20_ 24,2010,Heisei,22,389023,201811,187212
11 ,Saitama,25_ 29,2010,Heisei,22,423019,217904,205115
11 ,Saitama,30_ 34,2010,Heisei,22,491671,254811,236860
11 ,Saitama,35_ 39,2010,Heisei,22,606464,315895,290569
11 ,Saitama,40_ 44,2010,Heisei,22,538984,280673,258311
11 ,Saitama,45_ 49,2010,Heisei,22,462165,239189,222976
11 ,Saitama,50_ 54,2010,Heisei,22,418643,214515,204128
11 ,Saitama,55_ 59,2010,Heisei,22,482672,241444,241228
11 ,Saitama,60_ 64,2010,Heisei,22,580218,285175,295043
11 ,Saitama,65_ 69,2010,Heisei,22,494324,243408,250916
11 ,Saitama,70_ 74,2010,Heisei,22,383654,188816,194838
11 ,Saitama,75_ 79,2010,Heisei,22,272446,127055,145391
11 ,Saitama,80_ 84,2010,Heisei,22,171461,69828,101633
11 ,Saitama,over_85,2010,Heisei,22,142975,39528,103447
11 ,Saitama,total,2015,Heisei,27,7266534,3628418,3638116
11 ,Saitama,0_ 4,2015,Heisei,27,283932,145339,138593
11 ,Saitama,5_ 9,2015,Heisei,27,306037,156880,149157
11 ,Saitama,10_ 14,2015,Heisei,27,320836,164499,156337
11 ,Saitama,15_ 19,2015,Heisei,27,352775,181378,171397
11 ,Saitama,20_ 24,2015,Heisei,27,373218,192837,180381
11 ,Saitama,25_ 29,2015,Heisei,27,373411,191808,181603
11 ,Saitama,30_ 34,2015,Heisei,27,426232,218250,207982
11 ,Saitama,35_ 39,2015,Heisei,27,496414,256666,239748
11 ,Saitama,40_ 44,2015,Heisei,27,608039,315834,292205
11 ,Saitama,45_ 49,2015,Heisei,27,536165,277448,258717
11 ,Saitama,50_ 54,2015,Heisei,27,459647,236770,222877
11 ,Saitama,55_ 59,2015,Heisei,27,411320,208766,202554
11 ,Saitama,60_ 64,2015,Heisei,27,469953,232703,237250
11 ,Saitama,65_ 69,2015,Heisei,27,557503,269367,288136
11 ,Saitama,70_ 74,2015,Heisei,27,465107,222621,242486
11 ,Saitama,75_ 79,2015,Heisei,27,346530,163151,183379
11 ,Saitama,80_ 84,2015,Heisei,27,228474,98456,130018
11 ,Saitama,over_85,2015,Heisei,27,191121,59221,131900
12 ,Chiba,total,1920,Taisho,9,1336155,656968,679187
12 ,Chiba,0_ 4,1920,Taisho,9,174193,87208,86985
12 ,Chiba,5_ 9,1920,Taisho,9,163185,82177,81008
12 ,Chiba,10_ 14,1920,Taisho,9,136927,67785,69142
12 ,Chiba,15_ 19,1920,Taisho,9,112451,55248,57203
12 ,Chiba,20_ 24,1920,Taisho,9,103653,53954,49699
12 ,Chiba,25_ 29,1920,Taisho,9,82732,40913,41819
12 ,Chiba,30_ 34,1920,Taisho,9,84332,41063,43269
12 ,Chiba,35_ 39,1920,Taisho,9,77224,37096,40128
12 ,Chiba,40_ 44,1920,Taisho,9,81827,40109,41718
12 ,Chiba,45_ 49,1920,Taisho,9,68216,33577,34639
12 ,Chiba,50_ 54,1920,Taisho,9,56782,27972,28810
12 ,Chiba,55_ 59,1920,Taisho,9,51945,25375,26570
12 ,Chiba,60_ 64,1920,Taisho,9,48796,23370,25426
12 ,Chiba,65_ 69,1920,Taisho,9,41779,19391,22388
12 ,Chiba,70_ 74,1920,Taisho,9,27646,12248,15398
12 ,Chiba,75_ 79,1920,Taisho,9,15765,6401,9364
12 ,Chiba,over_80,1920,Taisho,9,8702,3081,5621
12 ,Chiba,total,1925,Taisho,14,1399257,691242,708015
12 ,Chiba,0_ 4,1925,Taisho,14,185511,93103,92408
12 ,Chiba,5_ 9,1925,Taisho,14,163993,82284,81709
12 ,Chiba,10_ 14,1925,Taisho,14,155444,77692,77752
12 ,Chiba,15_ 19,1925,Taisho,14,115736,57171,58565
12 ,Chiba,20_ 24,1925,Taisho,14,110683,58825,51858
12 ,Chiba,25_ 29,1925,Taisho,14,95164,47866,47298
12 ,Chiba,30_ 34,1925,Taisho,14,81085,40704,40381
12 ,Chiba,35_ 39,1925,Taisho,14,82045,40710,41335
12 ,Chiba,40_ 44,1925,Taisho,14,74932,36271,38661
12 ,Chiba,45_ 49,1925,Taisho,14,78680,38490,40190
12 ,Chiba,50_ 54,1925,Taisho,14,64440,31433,33007
12 ,Chiba,55_ 59,1925,Taisho,14,52142,25321,26821
12 ,Chiba,60_ 64,1925,Taisho,14,45229,21364,23865
12 ,Chiba,65_ 69,1925,Taisho,14,39031,17707,21324
12 ,Chiba,70_ 74,1925,Taisho,14,29878,12826,17052
12 ,Chiba,75_ 79,1925,Taisho,14,16167,6427,9740
12 ,Chiba,80_ 84,1925,Taisho,14,6789,2369,4420
12 ,Chiba,over_85,1925,Taisho,14,2308,679,1629
12 ,Chiba,total,1930,Showa,5,1470121,729439,740682
12 ,Chiba,0_ 4,1930,Showa,5,199489,100117,99372
12 ,Chiba,5_ 9,1930,Showa,5,175537,88094,87443
12 ,Chiba,10_ 14,1930,Showa,5,156404,77976,78428
12 ,Chiba,15_ 19,1930,Showa,5,130769,65415,65354
12 ,Chiba,20_ 24,1930,Showa,5,114033,62070,51963
12 ,Chiba,25_ 29,1930,Showa,5,100499,50894,49605
