pref_code,pref_name,age_group,year,gengo,gengo_year,pop_total,pop_m,pop_f
1 ,Hokkaido,total,1920,Taisho,9,2359183,1244322,1114861
1 ,Hokkaido,0_ 4,1920,Taisho,9,376676,190044,186632
1 ,Hokkaido,5_ 9,1920,Taisho,9,319370,161814,157556
1 ,Hokkaido,10_ 14,1920,Taisho,9,270012,138018,131994
1 ,Hokkaido,15_ 19,1920,Taisho,9,239092,125670,113422
1 ,Hokkaido,20_ 24,1920,Taisho,9,208337,109351,98986
1 ,Hokkaido,25_ 29,1920,Taisho,9,175257,96638,78619
1 ,Hokkaido,30_ 34,1920,Taisho,9,157450,86287,71163
1 ,Hokkaido,35_ 39,1920,Taisho,9,143281,78926,64355
1 ,Hokkaido,40_ 44,1920,Taisho,9,127242,70818,56424
1 ,Hokkaido,45_ 49,1920,Taisho,9,97859,55004,42855
1 ,Hokkaido,50_ 54,1920,Taisho,9,76617,43412,33205
1 ,Hokkaido,55_ 59,1920,Taisho,9,53524,29659,23865
1 ,Hokkaido,60_ 64,1920,Taisho,9,44115,23975,20140
1 ,Hokkaido,65_ 69,1920,Taisho,9,33402,17456,15946
1 ,Hokkaido,70_ 74,1920,Taisho,9,21433,10466,10967
1 ,Hokkaido,75_ 79,1920,Taisho,9,10484,4766,5718
1 ,Hokkaido,over_80,1920,Taisho,9,5032,2018,3014
1 ,Hokkaido,total,1925,Taisho,14,2498679,1305473,1193206
1 ,Hokkaido,0_ 4,1925,Taisho,14,405607,204576,201031
1 ,Hokkaido,5_ 9,1925,Taisho,14,336438,170315,166123
1 ,Hokkaido,10_ 14,1925,Taisho,14,300821,153388,147433
1 ,Hokkaido,15_ 19,1925,Taisho,14,252275,131986,120289
1 ,Hokkaido,20_ 24,1925,Taisho,14,215391,112790,102601
1 ,Hokkaido,25_ 29,1925,Taisho,14,186159,99237,86922
1 ,Hokkaido,30_ 34,1925,Taisho,14,152114,83238,68876
1 ,Hokkaido,35_ 39,1925,Taisho,14,139774,76040,63734
1 ,Hokkaido,40_ 44,1925,Taisho,14,126620,68948,57672
1 ,Hokkaido,45_ 49,1925,Taisho,14,112769,61572,51197
1 ,Hokkaido,50_ 54,1925,Taisho,14,85288,46801,38487
1 ,Hokkaido,55_ 59,1925,Taisho,14,64998,35637,29361
1 ,Hokkaido,60_ 64,1925,Taisho,14,43812,23516,20296
1 ,Hokkaido,65_ 69,1925,Taisho,14,33679,17441,16238
1 ,Hokkaido,70_ 74,1925,Taisho,14,23395,11550,11845
1 ,Hokkaido,75_ 79,1925,Taisho,14,12971,5829,7142
1 ,Hokkaido,80_ 84,1925,Taisho,14,5054,2084,2970
1 ,Hokkaido,over_85,1925,Taisho,14,1514,525,989
1 ,Hokkaido,total,1930,Showa,5,2812335,1468540,1343795
1 ,Hokkaido,0_ 4,1930,Showa,5,445457,224549,220908
1 ,Hokkaido,5_ 9,1930,Showa,5,383080,193478,189602
1 ,Hokkaido,10_ 14,1930,Showa,5,329334,167701,161633
1 ,Hokkaido,15_ 19,1930,Showa,5,296826,154310,142516
1 ,Hokkaido,20_ 24,1930,Showa,5,248258,132268,115990
1 ,Hokkaido,25_ 29,1930,Showa,5,214713,116156,98557
1 ,Hokkaido,30_ 34,1930,Showa,5,180075,97392,82683
1 ,Hokkaido,35_ 39,1930,Showa,5,148585,81969,66616
1 ,Hokkaido,40_ 44,1930,Showa,5,132094,71915,60179
1 ,Hokkaido,45_ 49,1930,Showa,5,117921,63638,54283
1 ,Hokkaido,50_ 54,1930,Showa,5,102601,55382,47219
1 ,Hokkaido,55_ 59,1930,Showa,5,76118,40916,35202
1 ,Hokkaido,60_ 64,1930,Showa,5,55651,29551,26100
1 ,Hokkaido,65_ 69,1930,Showa,5,35062,18006,17056
1 ,Hokkaido,70_ 74,1930,Showa,5,23986,11630,12356
1 ,Hokkaido,75_ 79,1930,Showa,5,14204,6488,7716
1 ,Hokkaido,over_80,1930,Showa,5,8370,3191,5179
1 ,Hokkaido,total,1935,Showa,10,3068282,1593845,1474437
1 ,Hokkaido,0_ 4,1935,Showa,10,462550,234131,228419
1 ,Hokkaido,5_ 9,1935,Showa,10,417967,210495,207472
1 ,Hokkaido,10_ 14,1935,Showa,10,372110,188761,183349
1 ,Hokkaido,15_ 19,1935,Showa,10,317212,164046,153166
1 ,Hokkaido,20_ 24,1935,Showa,10,278229,145037,133192
1 ,Hokkaido,25_ 29,1935,Showa,10,234977,126338,108639
1 ,Hokkaido,30_ 34,1935,Showa,10,201819,108882,92937
1 ,Hokkaido,35_ 39,1935,Showa,10,169407,91739,77668
1 ,Hokkaido,40_ 44,1935,Showa,10,136412,75205,61207
1 ,Hokkaido,45_ 49,1935,Showa,10,121204,65577,55627
1 ,Hokkaido,50_ 54,1935,Showa,10,106400,56631,49769
1 ,Hokkaido,55_ 59,1935,Showa,10,90828,47891,42937
1 ,Hokkaido,60_ 64,1935,Showa,10,65172,34025,31147
1 ,Hokkaido,65_ 69,1935,Showa,10,44236,22517,21719
1 ,Hokkaido,70_ 74,1935,Showa,10,25466,12321,13145
1 ,Hokkaido,75_ 79,1935,Showa,10,14770,6541,8229
1 ,Hokkaido,over_80,1935,Showa,10,9523,3708,5815
1 ,Hokkaido,total,1940,Showa,15,3272012,1695083,1576929
1 ,Hokkaido,0_ 4,1940,Showa,15,456318,230441,225877
1 ,Hokkaido,5_ 9,1940,Showa,15,430141,217615,212526
1 ,Hokkaido,10_ 14,1940,Showa,15,401194,202527,198667
1 ,Hokkaido,15_ 19,1940,Showa,15,354389,182608,171781
1 ,Hokkaido,20_ 24,1940,Showa,15,291584,150654,140930
1 ,Hokkaido,25_ 29,1940,Showa,15,259621,138081,121540
1 ,Hokkaido,30_ 34,1940,Showa,15,220332,119732,100600
1 ,Hokkaido,35_ 39,1940,Showa,15,190365,103303,87062
1 ,Hokkaido,40_ 44,1940,Showa,15,156820,84964,71856
1 ,Hokkaido,45_ 49,1940,Showa,15,124292,68003,56289
1 ,Hokkaido,50_ 54,1940,Showa,15,109273,58414,50859
1 ,Hokkaido,55_ 59,1940,Showa,15,93436,48745,44691
1 ,Hokkaido,60_ 64,1940,Showa,15,77004,39157,37847
1 ,Hokkaido,65_ 69,1940,Showa,15,51494,25585,25909
1 ,Hokkaido,70_ 74,1940,Showa,15,31322,14943,16379
1 ,Hokkaido,75_ 79,1940,Showa,15,15130,6743,8387
1 ,Hokkaido,80_ 84,1940,Showa,15,6454,2592,3862
1 ,Hokkaido,over_85,1940,Showa,15,2829,972,1857
1 ,Hokkaido,total,1945,Showa,20,3518389,1738623,1779766
1 ,Hokkaido,1_ 5,1945,Showa,20,497219,252253,244966
1 ,Hokkaido,6_ 10,1945,Showa,20,447774,226133,221641
1 ,Hokkaido,11_ 15,1945,Showa,20,436104,220621,215483
1 ,Hokkaido,16_ 20,1945,Showa,20,398031,200381,197650
1 ,Hokkaido,21_ 25,1945,Showa,20,296266,125878,170388
1 ,Hokkaido,26_ 30,1945,Showa,20,251138,113300,137838
1 ,Hokkaido,31_ 35,1945,Showa,20,226494,106578,119916
1 ,Hokkaido,36_ 40,1945,Showa,20,205518,104367,101151
1 ,Hokkaido,41_ 45,1945,Showa,20,180418,94652,85766
1 ,Hokkaido,46_ 50,1945,Showa,20,149246,78458,70788
1 ,Hokkaido,51_ 55,1945,Showa,20,116448,62134,54314
1 ,Hokkaido,56_ 60,1945,Showa,20,100043,51867,48176
1 ,Hokkaido,61_ 65,1945,Showa,20,81130,40623,40507
1 ,Hokkaido,66_ 70,1945,Showa,20,62712,30303,32409
1 ,Hokkaido,71_ 75,1945,Showa,20,39498,18367,21131
1 ,Hokkaido,76_ 80,1945,Showa,20,19655,8543,11112
1 ,Hokkaido,81_ 85,1945,Showa,20,7832,3182,4650
1 ,Hokkaido,86以上,1945,Showa,20,2863,983,1880
1 ,Hokkaido,total,1950,Showa,25,4295567,2169393,2126174
1 ,Hokkaido,0_ 4,1950,Showa,25,663628,338126,325502
1 ,Hokkaido,5_ 9,1950,Showa,25,524173,266014,258159
1 ,Hokkaido,10_ 14,1950,Showa,25,472030,238681,233349
1 ,Hokkaido,15_ 19,1950,Showa,25,455200,230778,224422
1 ,Hokkaido,20_ 24,1950,Showa,25,414482,212766,201716
1 ,Hokkaido,25_ 29,1950,Showa,25,334066,160615,173451
1 ,Hokkaido,30_ 34,1950,Showa,25,276842,133284,143558
1 ,Hokkaido,35_ 39,1950,Showa,25,249904,125239,124665
1 ,Hokkaido,40_ 44,1950,Showa,25,212512,110617,101895
1 ,Hokkaido,45_ 49,1950,Showa,25,182023,96002,86021
1 ,Hokkaido,50_ 54,1950,Showa,25,145259,76510,68749
1 ,Hokkaido,55_ 59,1950,Showa,25,112609,59652,52957
1 ,Hokkaido,60_ 64,1950,Showa,25,92453,47034,45419
1 ,Hokkaido,65_ 69,1950,Showa,25,70010,34088,35922
1 ,Hokkaido,70_ 74,1950,Showa,25,49493,22882,26611
1 ,Hokkaido,75_ 79,1950,Showa,25,26482,11612,14870
1 ,Hokkaido,over_80,1950,Showa,25,14319,5451,8868
1 ,Hokkaido,total,1955,Showa,30,4773087,2428833,2344254
1 ,Hokkaido,0_ 4,1955,Showa,30,578015,295270,282745
1 ,Hokkaido,5_ 9,1955,Showa,30,652105,332268,319837
1 ,Hokkaido,10_ 14,1955,Showa,30,520095,263869,256226
1 ,Hokkaido,15_ 19,1955,Showa,30,478640,243826,234814
1 ,Hokkaido,20_ 24,1955,Showa,30,477693,253023,224670
1 ,Hokkaido,25_ 29,1955,Showa,30,417087,217471,199616
1 ,Hokkaido,30_ 34,1955,Showa,30,331041,160057,170984
1 ,Hokkaido,35_ 39,1955,Showa,30,272037,131605,140432
1 ,Hokkaido,40_ 44,1955,Showa,30,244333,123275,121058
1 ,Hokkaido,45_ 49,1955,Showa,30,205570,107313,98257
1 ,Hokkaido,50_ 54,1955,Showa,30,172800,91056,81744
1 ,Hokkaido,55_ 59,1955,Showa,30,136432,71134,65298
1 ,Hokkaido,60_ 64,1955,Showa,30,100924,52573,48351
1 ,Hokkaido,65_ 69,1955,Showa,30,77641,38436,39205
1 ,Hokkaido,70_ 74,1955,Showa,30,54469,25351,29118
1 ,Hokkaido,75_ 79,1955,Showa,30,33965,14605,19360
1 ,Hokkaido,80_ 84,1955,Showa,30,14856,5922,8934
1 ,Hokkaido,over_85,1955,Showa,30,5334,1755,3579
1 ,Hokkaido,total,1960,Showa,35,5039206,2544753,2494453
1 ,Hokkaido,0_ 4,1960,Showa,35,455213,233417,221796
1 ,Hokkaido,5_ 9,1960,Showa,35,576230,294325,281905
1 ,Hokkaido,10_ 14,1960,Showa,35,650036,330838,319198
1 ,Hokkaido,15_ 19,1960,Showa,35,508799,254493,254306
1 ,Hokkaido,20_ 24,1960,Showa,35,466201,234547,231654
1 ,Hokkaido,25_ 29,1960,Showa,35,456601,236265,220336
1 ,Hokkaido,30_ 34,1960,Showa,35,406635,210205,196430
1 ,Hokkaido,35_ 39,1960,Showa,35,325295,156892,168403
1 ,Hokkaido,40_ 44,1960,Showa,35,265390,128209,137181
1 ,Hokkaido,45_ 49,1960,Showa,35,235937,118591,117346
1 ,Hokkaido,50_ 54,1960,Showa,35,195596,101257,94339
1 ,Hokkaido,55_ 59,1960,Showa,35,161977,84189,77788
1 ,Hokkaido,60_ 64,1960,Showa,35,123233,62669,60564
1 ,Hokkaido,65_ 69,1960,Showa,35,86454,43470,42984
1 ,Hokkaido,70_ 74,1960,Showa,35,61616,29143,32473
1 ,Hokkaido,75_ 79,1960,Showa,35,37235,16144,21091
1 ,Hokkaido,80_ 84,1960,Showa,35,19025,7503,11522
1 ,Hokkaido,over_85,1960,Showa,35,7733,2596,5137
1 ,Hokkaido,total,1965,Showa,40,5171800,2583159,2588641
1 ,Hokkaido,0_ 4,1965,Showa,40,451390,230709,220681
1 ,Hokkaido,5_ 9,1965,Showa,40,446543,228280,218263
1 ,Hokkaido,10_ 14,1965,Showa,40,564190,287232,276958
1 ,Hokkaido,15_ 19,1965,Showa,40,599110,298657,300453
1 ,Hokkaido,20_ 24,1965,Showa,40,451306,213227,238079
1 ,Hokkaido,25_ 29,1965,Showa,40,443552,218388,225164
1 ,Hokkaido,30_ 34,1965,Showa,40,444456,229144,215312
1 ,Hokkaido,35_ 39,1965,Showa,40,395352,204354,190998
1 ,Hokkaido,40_ 44,1965,Showa,40,314889,151735,163154
1 ,Hokkaido,45_ 49,1965,Showa,40,255874,123275,132599
1 ,Hokkaido,50_ 54,1965,Showa,40,224639,112246,112393
1 ,Hokkaido,55_ 59,1965,Showa,40,184087,94706,89381
1 ,Hokkaido,60_ 64,1965,Showa,40,147094,74977,72117
1 ,Hokkaido,65_ 69,1965,Showa,40,106628,52674,53954
1 ,Hokkaido,70_ 74,1965,Showa,40,69414,33226,36188
1 ,Hokkaido,75_ 79,1965,Showa,40,42670,18875,23795
1 ,Hokkaido,80_ 84,1965,Showa,40,20537,8142,12395
1 ,Hokkaido,over_85,1965,Showa,40,10069,3312,6757
1 ,Hokkaido,total,1970,Showa,45,5184287,2552806,2631481
1 ,Hokkaido,0_ 4,1970,Showa,45,438566,224166,214400
1 ,Hokkaido,5_ 9,1970,Showa,45,436424,222706,213718
1 ,Hokkaido,10_ 14,1970,Showa,45,434497,221689,212808
1 ,Hokkaido,15_ 19,1970,Showa,45,499412,250272,249140
1 ,Hokkaido,20_ 24,1970,Showa,45,514232,238736,275496
1 ,Hokkaido,25_ 29,1970,Showa,45,432539,204712,227827
1 ,Hokkaido,30_ 34,1970,Showa,45,422693,206700,215993
1 ,Hokkaido,35_ 39,1970,Showa,45,420657,214338,206319
1 ,Hokkaido,40_ 44,1970,Showa,45,373007,190592,182415
1 ,Hokkaido,45_ 49,1970,Showa,45,299056,141796,157260
1 ,Hokkaido,50_ 54,1970,Showa,45,241113,114136,126977
1 ,Hokkaido,55_ 59,1970,Showa,45,206681,101054,105627
1 ,Hokkaido,60_ 64,1970,Showa,45,166341,83161,83180
1 ,Hokkaido,65_ 69,1970,Showa,45,127461,62533,64928
1 ,Hokkaido,70_ 74,1970,Showa,45,86387,40657,45730
1 ,Hokkaido,75_ 79,1970,Showa,45,49117,21861,27256
1 ,Hokkaido,80_ 84,1970,Showa,45,24514,9733,14781
1 ,Hokkaido,over_85,1970,Showa,45,11590,3964,7626
1 ,Hokkaido,total,1975,Showa,50,5338206,2621285,2716921
1 ,Hokkaido,0_ 4,1975,Showa,50,462080,236947,225133
1 ,Hokkaido,5_ 9,1975,Showa,50,427004,218215,208789
1 ,Hokkaido,10_ 14,1975,Showa,50,423527,216154,207373
1 ,Hokkaido,15_ 19,1975,Showa,50,397272,201906,195366
1 ,Hokkaido,20_ 24,1975,Showa,50,443148,209711,233437
1 ,Hokkaido,25_ 29,1975,Showa,50,515030,246916,268114
1 ,Hokkaido,30_ 34,1975,Showa,50,426829,205196,221633
1 ,Hokkaido,35_ 39,1975,Showa,50,408639,200120,208519
1 ,Hokkaido,40_ 44,1975,Showa,50,404726,205156,199570
1 ,Hokkaido,45_ 49,1975,Showa,50,358581,181654,176927
1 ,Hokkaido,50_ 54,1975,Showa,50,283864,132779,151085
1 ,Hokkaido,55_ 59,1975,Showa,50,226937,105630,121307
1 ,Hokkaido,60_ 64,1975,Showa,50,192858,92143,100715
1 ,Hokkaido,65_ 69,1975,Showa,50,149505,71924,77581
1 ,Hokkaido,70_ 74,1975,Showa,50,107133,50085,57048
1 ,Hokkaido,75_ 79,1975,Showa,50,65111,28726,36385
1 ,Hokkaido,80_ 84,1975,Showa,50,30348,12470,17878
1 ,Hokkaido,over_85,1975,Showa,50,14554,4914,9640
1 ,Hokkaido,total,1980,Showa,55,5575989,2737089,2838900
1 ,Hokkaido,0_ 4,1980,Showa,55,407498,208437,199061
1 ,Hokkaido,5_ 9,1980,Showa,55,465277,238711,226566
1 ,Hokkaido,10_ 14,1980,Showa,55,425549,217367,208182
1 ,Hokkaido,15_ 19,1980,Showa,55,410100,209528,200572
1 ,Hokkaido,20_ 24,1980,Showa,55,376820,185415,191405
1 ,Hokkaido,25_ 29,1980,Showa,55,460048,223093,236955
1 ,Hokkaido,30_ 34,1980,Showa,55,520637,252957,267680
1 ,Hokkaido,35_ 39,1980,Showa,55,424505,204233,220272
1 ,Hokkaido,40_ 44,1980,Showa,55,401796,196248,205548
1 ,Hokkaido,45_ 49,1980,Showa,55,395052,198635,196417
1 ,Hokkaido,50_ 54,1980,Showa,55,347590,174360,173230
1 ,Hokkaido,55_ 59,1980,Showa,55,273003,126069,146934
1 ,Hokkaido,60_ 64,1980,Showa,55,214257,97925,116332
1 ,Hokkaido,65_ 69,1980,Showa,55,176035,81875,94160
1 ,Hokkaido,70_ 74,1980,Showa,55,129016,59491,69525
1 ,Hokkaido,75_ 79,1980,Showa,55,83791,36898,46893
1 ,Hokkaido,80_ 84,1980,Showa,55,42863,17393,25470
1 ,Hokkaido,over_85,1980,Showa,55,20022,7046,12976
1 ,Hokkaido,total,1985,Showa,60,5679439,2766296,2913143
1 ,Hokkaido,0_ 4,1985,Showa,60,352073,180019,172054
1 ,Hokkaido,5_ 9,1985,Showa,60,405226,207356,197870
1 ,Hokkaido,10_ 14,1985,Showa,60,460660,236038,224622
1 ,Hokkaido,15_ 19,1985,Showa,60,412479,209552,202927
1 ,Hokkaido,20_ 24,1985,Showa,60,376187,183074,193113
1 ,Hokkaido,25_ 29,1985,Showa,60,372732,181763,190969
1 ,Hokkaido,30_ 34,1985,Showa,60,455435,221540,233895
1 ,Hokkaido,35_ 39,1985,Showa,60,511932,247804,264128
1 ,Hokkaido,40_ 44,1985,Showa,60,414669,198446,216223
1 ,Hokkaido,45_ 49,1985,Showa,60,390732,189084,201648
1 ,Hokkaido,50_ 54,1985,Showa,60,382461,190166,192295
1 ,Hokkaido,55_ 59,1985,Showa,60,334193,165329,168864
1 ,Hokkaido,60_ 64,1985,Showa,60,259909,117754,142155
1 ,Hokkaido,65_ 69,1985,Showa,60,198792,88156,110636
1 ,Hokkaido,70_ 74,1985,Showa,60,156177,69628,86549
1 ,Hokkaido,75_ 79,1985,Showa,60,105601,45579,60022
1 ,Hokkaido,80_ 84,1985,Showa,60,58524,23514,35010
1 ,Hokkaido,over_85,1985,Showa,60,30393,10718,19675
1 ,Hokkaido,total,1990,Heisei,2,5643647,2722988,2920659
1 ,Hokkaido,0_ 4,1990,Heisei,2,291820,149665,142155
1 ,Hokkaido,5_ 9,1990,Heisei,2,345826,176765,169061
1 ,Hokkaido,10_ 14,1990,Heisei,2,396605,202723,193882
1 ,Hokkaido,15_ 19,1990,Heisei,2,443367,226108,217259
1 ,Hokkaido,20_ 24,1990,Heisei,2,364934,176755,188179
1 ,Hokkaido,25_ 29,1990,Heisei,2,355206,169103,186103
1 ,Hokkaido,30_ 34,1990,Heisei,2,361257,175788,185469
1 ,Hokkaido,35_ 39,1990,Heisei,2,442849,214554,228295
1 ,Hokkaido,40_ 44,1990,Heisei,2,495423,238040,257383
1 ,Hokkaido,45_ 49,1990,Heisei,2,399372,189040,210332
1 ,Hokkaido,50_ 54,1990,Heisei,2,375525,179254,196271
1 ,Hokkaido,55_ 59,1990,Heisei,2,367435,179827,187608
1 ,Hokkaido,60_ 64,1990,Heisei,2,319349,155306,164043
1 ,Hokkaido,65_ 69,1990,Heisei,2,243496,107647,135849
1 ,Hokkaido,70_ 74,1990,Heisei,2,178838,76346,102492
1 ,Hokkaido,75_ 79,1990,Heisei,2,130516,54756,75760
1 ,Hokkaido,80_ 84,1990,Heisei,2,76827,30103,46724
1 ,Hokkaido,over_85,1990,Heisei,2,45204,15394,29810
1 ,Hokkaido,total,1995,Heisei,7,5692321,2736844,2955477
1 ,Hokkaido,0_ 4,1995,Heisei,7,260027,132618,127409
1 ,Hokkaido,5_ 9,1995,Heisei,7,294029,150901,143128
1 ,Hokkaido,10_ 14,1995,Heisei,7,344617,176055,168562
1 ,Hokkaido,15_ 19,1995,Heisei,7,394609,201737,192872
1 ,Hokkaido,20_ 24,1995,Heisei,7,415477,207782,207695
1 ,Hokkaido,25_ 29,1995,Heisei,7,359523,172479,187044
1 ,Hokkaido,30_ 34,1995,Heisei,7,359859,173236,186623
1 ,Hokkaido,35_ 39,1995,Heisei,7,362359,177080,185279
1 ,Hokkaido,40_ 44,1995,Heisei,7,441130,214022,227108
1 ,Hokkaido,45_ 49,1995,Heisei,7,490810,235671,255139
1 ,Hokkaido,50_ 54,1995,Heisei,7,393416,185470,207946
1 ,Hokkaido,55_ 59,1995,Heisei,7,368787,174462,194325
1 ,Hokkaido,60_ 64,1995,Heisei,7,356898,172580,184318
1 ,Hokkaido,65_ 69,1995,Heisei,7,302906,143846,159060
1 ,Hokkaido,70_ 74,1995,Heisei,7,223036,94498,128538
1 ,Hokkaido,75_ 79,1995,Heisei,7,153307,61266,92041
1 ,Hokkaido,80_ 84,1995,Heisei,7,99044,37741,61303
1 ,Hokkaido,over_85,1995,Heisei,7,66634,21643,44991
1 ,Hokkaido,total,2000,Heisei,12,5683062,2719389,2963673
1 ,Hokkaido,0_ 4,2000,Heisei,12,238264,121481,116783
1 ,Hokkaido,5_ 9,2000,Heisei,12,260721,132985,127736
1 ,Hokkaido,10_ 14,2000,Heisei,12,293367,150621,142746
1 ,Hokkaido,15_ 19,2000,Heisei,12,341843,175008,166835
1 ,Hokkaido,20_ 24,2000,Heisei,12,358051,179696,178355
1 ,Hokkaido,25_ 29,2000,Heisei,12,398170,195963,202207
1 ,Hokkaido,30_ 34,2000,Heisei,12,358152,172198,185954
1 ,Hokkaido,35_ 39,2000,Heisei,12,357383,172185,185198
1 ,Hokkaido,40_ 44,2000,Heisei,12,358952,174914,184038
1 ,Hokkaido,45_ 49,2000,Heisei,12,434070,209920,224150
1 ,Hokkaido,50_ 54,2000,Heisei,12,481382,229636,251746
1 ,Hokkaido,55_ 59,2000,Heisei,12,385065,179583,205482
1 ,Hokkaido,60_ 64,2000,Heisei,12,359834,168237,191597
1 ,Hokkaido,65_ 69,2000,Heisei,12,339288,160468,178820
1 ,Hokkaido,70_ 74,2000,Heisei,12,278834,127800,151034
1 ,Hokkaido,75_ 79,2000,Heisei,12,195597,78377,117220
1 ,Hokkaido,80_ 84,2000,Heisei,12,121093,44180,76913
1 ,Hokkaido,over_85,2000,Heisei,12,96740,30334,66406
1 ,Hokkaido,total,2005,Heisei,17,5627737,2675033,2952704
1 ,Hokkaido,0_ 4,2005,Heisei,17,220680,112055,108625
1 ,Hokkaido,5_ 9,2005,Heisei,17,238798,122052,116746
1 ,Hokkaido,10_ 14,2005,Heisei,17,259579,132431,127148
1 ,Hokkaido,15_ 19,2005,Heisei,17,292235,150839,141396
1 ,Hokkaido,20_ 24,2005,Heisei,17,314753,159089,155664
1 ,Hokkaido,25_ 29,2005,Heisei,17,343983,169948,174035
1 ,Hokkaido,30_ 34,2005,Heisei,17,398071,196201,201870
1 ,Hokkaido,35_ 39,2005,Heisei,17,357532,172188,185344
1 ,Hokkaido,40_ 44,2005,Heisei,17,354700,170573,184127
1 ,Hokkaido,45_ 49,2005,Heisei,17,354399,172033,182366
1 ,Hokkaido,50_ 54,2005,Heisei,17,428459,205963,222496
1 ,Hokkaido,55_ 59,2005,Heisei,17,473433,223790,249643
1 ,Hokkaido,60_ 64,2005,Heisei,17,378499,174908,203591
1 ,Hokkaido,65_ 69,2005,Heisei,17,346334,159124,187210
1 ,Hokkaido,70_ 74,2005,Heisei,17,316115,144875,171240
1 ,Hokkaido,75_ 79,2005,Heisei,17,247983,107585,140398
1 ,Hokkaido,80_ 84,2005,Heisei,17,161033,58803,102230
1 ,Hokkaido,over_85,2005,Heisei,17,134227,39218,95009
1 ,Hokkaido,total,2010,Heisei,22,5506419,2603345,2903074
1 ,Hokkaido,0_ 4,2010,Heisei,22,200977,102766,98211
1 ,Hokkaido,5_ 9,2010,Heisei,22,219180,111287,107893
1 ,Hokkaido,10_ 14,2010,Heisei,22,237155,121300,115855
1 ,Hokkaido,15_ 19,2010,Heisei,22,258530,132356,126174
1 ,Hokkaido,20_ 24,2010,Heisei,22,264185,133097,131088
1 ,Hokkaido,25_ 29,2010,Heisei,22,289677,142807,146870
1 ,Hokkaido,30_ 34,2010,Heisei,22,338063,166953,171110
1 ,Hokkaido,35_ 39,2010,Heisei,22,393511,194191,199320
1 ,Hokkaido,40_ 44,2010,Heisei,22,354218,170760,183458
1 ,Hokkaido,45_ 49,2010,Heisei,22,349792,168184,181608
1 ,Hokkaido,50_ 54,2010,Heisei,22,349171,168649,180522
1 ,Hokkaido,55_ 59,2010,Heisei,22,420687,200857,219830
1 ,Hokkaido,60_ 64,2010,Heisei,22,464335,217737,246598
1 ,Hokkaido,65_ 69,2010,Heisei,22,363599,164977,198622
1 ,Hokkaido,70_ 74,2010,Heisei,22,324351,144832,179519
1 ,Hokkaido,75_ 79,2010,Heisei,22,283815,123747,160068
1 ,Hokkaido,80_ 84,2010,Heisei,22,206637,81736,124901
1 ,Hokkaido,over_85,2010,Heisei,22,179666,51849,127817
1 ,Hokkaido,total,2015,Heisei,27,5381733,2537089,2844644
1 ,Hokkaido,0_ 4,2015,Heisei,27,186010,95022,90988
1 ,Hokkaido,5_ 9,2015,Heisei,27,202269,103549,98720
1 ,Hokkaido,10_ 14,2015,Heisei,27,220017,111816,108201
1 ,Hokkaido,15_ 19,2015,Heisei,27,239098,123196,115902
1 ,Hokkaido,20_ 24,2015,Heisei,27,234274,117965,116309
1 ,Hokkaido,25_ 29,2015,Heisei,27,247587,123076,124511
1 ,Hokkaido,30_ 34,2015,Heisei,27,287674,141876,145798
1 ,Hokkaido,35_ 39,2015,Heisei,27,337369,166514,170855
1 ,Hokkaido,40_ 44,2015,Heisei,27,391243,193093,198150
1 ,Hokkaido,45_ 49,2015,Heisei,27,350794,169252,181542
1 ,Hokkaido,50_ 54,2015,Heisei,27,345836,165634,180202
1 ,Hokkaido,55_ 59,2015,Heisei,27,343884,165353,178531
1 ,Hokkaido,60_ 64,2015,Heisei,27,413045,195920,217125
1 ,Hokkaido,65_ 69,2015,Heisei,27,448646,207461,241185
1 ,Hokkaido,70_ 74,2015,Heisei,27,341850,151031,190819
1 ,Hokkaido,75_ 79,2015,Heisei,27,293306,124921,168385
1 ,Hokkaido,80_ 84,2015,Heisei,27,238663,95987,142676
1 ,Hokkaido,over_85,2015,Heisei,27,235922,71886,164036
2 ,Aomori,total,1920,Taisho,9,756454,381293,375161
2 ,Aomori,0_ 4,1920,Taisho,9,114948,57807,57141
2 ,Aomori,5_ 9,1920,Taisho,9,103541,52614,50927
2 ,Aomori,10_ 14,1920,Taisho,9,90021,46153,43868
2 ,Aomori,15_ 19,1920,Taisho,9,73746,37391,36355
2 ,Aomori,20_ 24,1920,Taisho,9,63189,33343,29846
2 ,Aomori,25_ 29,1920,Taisho,9,53161,26443,26718
2 ,Aomori,30_ 34,1920,Taisho,9,46544,22996,23548
2 ,Aomori,35_ 39,1920,Taisho,9,43255,21450,21805
2 ,Aomori,40_ 44,1920,Taisho,9,38845,19754,19091
2 ,Aomori,45_ 49,1920,Taisho,9,30495,15376,15119
2 ,Aomori,50_ 54,1920,Taisho,9,26363,13301,13062
2 ,Aomori,55_ 59,1920,Taisho,9,20645,10450,10195
2 ,Aomori,60_ 64,1920,Taisho,9,18371,9114,9257
2 ,Aomori,65_ 69,1920,Taisho,9,15376,7308,8068
2 ,Aomori,70_ 74,1920,Taisho,9,10430,4763,5667
2 ,Aomori,75_ 79,1920,Taisho,9,5478,2360,3118
2 ,Aomori,over_80,1920,Taisho,9,2046,670,1376
2 ,Aomori,total,1925,Taisho,14,812977,408770,404207
2 ,Aomori,0_ 4,1925,Taisho,14,128337,64660,63677
2 ,Aomori,5_ 9,1925,Taisho,14,106108,53198,52910
